recency,frequency,monetary,avg_spend_per_purchase,customer_value_score,recency_frequency_ratio,monetary_log,Numeric_Mean,recency_x_frequency
-0.7722791227946317,-1.4284243526519242,0.26967172567007114,1.9082327081327182,-0.797875634809583,0.21803221519303712,0.4699152120326568,-0.7864189466750072,-1.012245199648594
0.678502372169569,0.7953854623488026,1.4301640661510648,0.1016021526429477,1.7607476678635938,-0.16040063516949365,1.0953773446245532,1.7611948779604492,1.0200767330014848
0.678502372169569,0.5527880279850869,-1.6838429143625,-1.2758791959038487,-1.1857477493635744,-0.05678211661784823,-2.8344638061358345,-1.195048530471172,0.8421630284597271
-1.1349744965356818,-0.9836623896517789,1.4615869904296073,2.0593451415636577,-0.023926030625161493,-0.7455405046376088,1.1091015345897608,-0.00542567566014875,-1.0373355938788418
1.0411977459106192,-0.5793333323789195,0.08383085439169415,0.18916174178264308,-0.33545566447982855,1.1395407793875123,0.33937955642766665,-0.3311729408934681,0.20806033791346232
-1.1349744965356818,0.7953854623488026,-0.6119444769782758,-0.8073003124006586,-0.16048964623677447,-1.1168792679539126,-0.2889721396525613,-0.16656750252846456,-0.7362508631158672
-0.9536268096651568,1.199714519621662,0.7802321994600105,-0.3238898427781244,1.478361318002286,-1.0647077061656716,0.7782521863813804,1.4735255340905882,-0.4693803063032306
-1.4976698702767322,-1.4688572583792103,-0.08485575986276107,1.4985403008768214,-0.9155114157588176,-1.0647077061656716,0.2099148638382007,-0.9073755075336789,-1.2152492984205996
1.4038931196516693,-0.943229483924493,1.7183896630051714,2.2156159844030916,0.12398832059763518,2.2198647624168752,1.2166956776029683,0.14429161852891947,0.05523702760195248
1.0411977459106192,-0.9836623896517789,-0.3262414560328913,0.23385291532441682,-0.7447865634679743,1.8875889079689094,0.0022020321746419177,-0.741543160292981,-0.13408140158991794
-0.9536268096651568,-1.9136192213793557,-0.6781982107571288,2.5108836113875777,-1.2337228276156051,1.3090983551992956,-0.3656289968461029,-1.2293772370991047,-1.1719113447501714
-1.4976698702767322,0.10802606498494154,1.137189655324886,0.34955569347315135,0.8515401811716838,-1.2815190326135253,0.9608337252270348,0.857177008530987,-1.1262924461497206
1.4038931196516693,0.2697576878940853,0.6261846747668899,-0.03019869577126282,0.6010246265615155,0.5473935530909765,0.6918504404625502,0.6028546697550308,1.2185189419134455
-0.04688837531253136,0.22932478216679936,1.0786258886334144,0.23641504127880333,0.9182676687304057,-0.3546853574538283,0.932393724093858,0.9225618702175459,0.030146633371704593
-1.1349744965356818,-1.1453940125609228,-0.3269860048693864,0.44902588775189395,-0.822603956832713,-0.657769524217391,0.0015136156088514324,-0.818616403050311,-1.0647069330391121
0.31580699842851884,1.240147425348948,0.251847004270997,-0.5419356833564426,0.9431428121812577,-0.4817344679813375,0.4578866573665179,0.9370407143843578,0.9448055503107412
-0.7722791227946317,0.5932209337123728,1.4150212022525999,0.19631912310841426,1.5431826162665057,-0.8928274238359181,1.088717467362873,1.5455216955145692,-0.4420089671429602
0.4971546852990439,0.8358183680760884,-0.029499850347431675,-0.5586775393804158,0.4104944960141982,-0.2705772878066857,0.2536715502050651,0.4060846118453553,0.87181531255002
-0.04688837531253136,-1.3475585411973523,0.4007086166701227,1.8266260674444454,-0.7061115183332669,1.2819691430694105,0.5554388432333712,-0.6939559683423698,-0.7704650370662052
-0.5909314359241066,0.10802606498494154,1.1786917705691147,0.3731753435229716,0.8819653465760698,-0.6699999067349623,0.9806595342644313,0.8878416484435586,-0.4420089671429602
-0.04688837531253136,0.6740867451669448,0.19445006784567415,-0.4108692564707812,0.5209237617131587,-0.5085588575030217,0.4184698395470547,0.518177940276241,0.25596018144393556
-1.1349744965356818,0.9166841795306604,-1.5424267903283242,-1.2275496175165896,-1.0223112865408686,-1.1275068083181836,-2.1303438498197678,-1.0314651643952852,-0.7157223587456644
1.4038931196516693,0.22932478216679936,0.7295213856708741,0.047046192743036876,0.6495430436667531,0.5778813095109802,0.7503676161008583,0.6521776383381409,1.1797428781030623
1.5852408065221943,0.35062349934865716,-0.02368792435509031,-0.40741613143813454,0.1390123527240297,0.6004995309112456,0.2581908537396631,0.1373206055487578,1.446613434915699
-0.9536268096651568,1.3614461425308058,-0.12028294927688081,-0.7098962934260997,0.6087387710144189,-1.0794518431927826,0.18121031802615684,0.6012851207924121,-0.43288518742287
-0.7722791227946317,-1.8327534099247837,-0.9814555448176864,1.1014571841831853,-1.2480102180781272,1.4656130405640186,-0.7789458997779174,-1.2476751610047367,-1.1262924461497206
0.31580699842851884,1.5636106711672355,0.7722273734119227,-0.4253387750277947,1.7651407695534318,-0.5577829949758033,0.7738856111147957,1.7574756150818958,1.1455287041527242
1.5852408065221943,-0.3367358980152038,-1.462415572078116,-1.0735046108110327,-1.1147970185669998,1.2819691430694105,-1.8438255333304556,-1.122105387385162,0.7486442863288031
1.7665884933927194,0.06759315925765559,1.756143104505455,0.736617649117976,1.260462795295625,0.9586793651882765,1.2318686714995863,1.2698538742006629,1.293790124604189
-0.7722791227946317,0.7549525566215166,1.2241092495953094,0.028024929280827025,1.5285580434252761,-0.9193726411841427,1.0020530735709468,1.5286872284004085,-0.39639006854250947
1.5852408065221943,0.6336538394396588,-0.31911823507478265,-0.6386211340088944,0.03710266739897765,0.41090146711525405,0.008771949969200327,0.03277007177699765,1.7340124960985384
0.859850059040094,-1.2666927297427806,-0.8255114579141903,0.011964864054901483,-1.0391115682826693,2.4646018348055225,-0.551949720379283,-1.0391820275263974,-0.43288518742287
1.4038931196516693,-1.0645282011063508,-0.036600845967137675,0.6493454243870825,-0.6738567877641973,2.559585476811198,0.24813091597433584,-0.6676475618279921,-0.061091163829196805
-0.04688837531253136,-0.943229483924493,1.3489526796271036,1.849173864593346,-0.02948424452641978,0.5145999999669394,1.0593013598989707,-0.012334406959519886,-0.565179993364177
0.859850059040094,1.240147425348948,-0.8675321643878182,-0.9785724232064379,-0.2604271993511122,-0.2302558162155467,-0.6097427736825282,-0.26859428614972647,1.5469750118366905
0.4971546852990439,-1.4688572583792103,-0.04046805484923126,1.5685846448585437,-0.9041222096748952,2.665558961693562,0.2451046578997659,-0.8954831027978191,-0.6883510195853939
-1.1349744965356818,-0.2963029922879179,-1.0158937066728801,-0.7756875119644001,-0.8365034291518918,-0.9649679556881515,-0.8341878099224667,-0.8410531616512315,-0.9210074024476925
-0.4095837490535815,0.31019059362137125,-1.1783090712746684,-0.9999183989473124,-0.8010621666962027,-0.6125541706675827,-1.1270629834709132,-0.8079130787393175,-0.22531919879081933
